"w","abundance","fish_level"
3e-04,2596.30204599695,0
0.000332952164081672,2328.89039865882,0
0.000369523811888895,2092.26146223765,0
0.000410112509493721,1882.06886798826,0
0.000455159491842999,1693.16188900947,0
0.000505154459371468,1520.41326082732,0
0.000560640901477458,1361.16242875179,0
0.000622222004732063,1215.35982089351,0
0.000690567210049255,1083.64129479173,0
0.00076641949009914,965.934082055545,0
0.000850603426076267,861.328317187252,0
0.000944034171624592,768.502676706247,0
0.00104772740136485,686.086031151526,0
0.00116281035217365,612.818937552072,0
0.00129053407724262,547.593435187367,0
0.00143228704613025,489.447957019254,0
0.00158961023865071,437.549859605209,0
0.00176421389668379,391.176095694333,0
0.00195799611601275,349.69604693782,0
0.00217306348029985,312.557727812377,0
0.00241175396150894,279.276941915097,0
0.00267666233572316,249.428485383939,0
0.00297066839064976,222.638709590235,0
0.00329696823145285,198.579069511985,0
0.00365910902523583,176.96046842313,0
0.00406102756187682,157.52828500902,0
0.00450709305040734,140.057997436275,0
0.00500215461616863,124.35133295887,0
0.00555159401508157,110.232857471661,0
0.00616138413808089,97.5470120434073,0
0.00683815394170839,86.1555163758951,0
0.00758926051071808,75.9350935329728,0
0.00842286903607719,66.7754824959628,0
0.00934804157779468,58.5777091871767,0
0.0103748355775073,51.2525898934123,0
0.0115144131917419,44.7194436122774,0
0.0127791626344034,38.9049918427047,0
0.0141828328475875,33.7424258621786,0
0.0157406829647096,29.1706226964878,0
0.0174696481907452,25.1334919132104,0
0.0193885239028469,21.579436170268,0
0.0215181699726737,18.4609092331228,0
0.0238817375315965,15.7340560312685,0
0.0265049206439185,13.35842035303,0
0.0294162356240188,11.2967071077025,0
0.0326473310338448,9.51415054845194,0
0.0362333317306978,7.97980476976532,0
0.0402132207054165,6.66485484043818,0
0.0446302628618744,5.54330629052128,0
0.0495324753446498,4.59196050416286,0
0.054973149527744,3.7893602766136,0
0.0610114303388257,3.11499487857872,0
0.0677129592167672,2.55002895091442,0
0.0751505876919888,2.07812750855747,0
0.0834051693468571,1.68544597626505,0
0.0925664387654479,1.36018815572707,0
0.102733987027632,1.09224430821254,0
0.114018344351961,0.873353820170655,0
0.126542181656649,0.69746209255797,0
0.140441644100658,0.559061991767903,0
0.155867831101673,0.451156226005626,0
0.172988438920062,0.366183708677059,0
0.191989583665149,0.297949030393342,0
0.213077824541502,0.242272734067128,0
0.236482409329693,0.196510198529053,0
0.262457766511897,0.158869933493123,0
0.291286271133927,0.127986847730746,0
0.323281314471072,0.102738044066086,0
0.358790710867703,0.0821747949396898,0
0.398200478786011,0.0654926642047148,0
0.4419390371672,0.0520117307205873,0
0.490481862723299,0.0411599373580048,0
0.54435665878844,0.0324506627785079,0
0.604149091919598,0.0254879154132886,0
0.670509158608689,0.0199439597058949,0
0.744158251317814,0.0155474922486285,0
0.825897000651663,0.0120750213580056,0
0.916613978918443,0.00934333504339944,0
1.01729535969469,0.00720296648696191,0
1.12903563840197,0.00553256387719174,0
1.25304953043756,0.00423407192249982,0
1.39068517620236,0.00322863501902748,0
1.54343879657625,0.00245313632482873,0
1.71297095815892,0.00185729244774659,0
1.90112462509355,0.00140122955624368,0
2.10994519371285,0.00105347360060454,0
2.34170272780139,0.000789293704225901,0
2.59891663619142,0.00058934484282248,0
2.88438306095931,0.000438562178502734,0
3.2012052739564,0.000325265577041758,0
3.55282741211148,0.000240438507918626,0
3.94307191823734,0.000177150604649582,0
4.37618109435597,0.000130098165976049,0
4.85686321926373,9.52408545196765e-05,0
5.39034373167512,6.95170931816593e-05,0
5.98242203535102,5.06247335559804e-05,0
6.63953454373334,3.68586760357235e-05,0
7.36882464943677,2.70057161505341e-05,0
8.17822037922779,2.03265725050779e-05,0
