"time","catchable_fraction"
0,0.000391996277071787
1,0.000639867482560086
2,0.000641604784545946
3,0.000477105546417562
4,0.000295701141283947
5,0.000231496251505076
6,0.000293904287738367
7,0.000260011335466689
8,0.00026460996467945
9,0.000277341809275802
10,0.000257911870667491
11,0.000289332889136749
12,0.000340564397585106
13,0.000413490638507507
14,0.000503522904528919
15,0.000407895567994488
16,0.000311325020507192
17,0.000277803004227799
18,0.000287638225234431
19,0.000277856752419065
20,0.000295304140303827
21,0.000346651757011461
22,0.00039418721584611
23,0.00044603132331937
24,0.000384017350052341
25,0.000319596434970334
26,0.000289994296575343
27,0.00029411074140957
28,0.000298557099736354
29,0.000328073590069154
30,0.000382484530071999
31,0.000410461793896559
32,0.000391818140905911
33,0.00033379488116285
34,0.000302175118897723
35,0.000299043682355155
36,0.000308493345099413
37,0.000333376775805856
38,0.000377349188606785
39,0.000398329865190074
40,0.000378797762532448
41,0.000333148524519858
42,0.000307642752650932
43,0.000305625325605036
44,0.000317008428172925
45,0.000343885805839171
46,0.000378468666125647
47,0.000388647888091967
48,0.000363994186623353
49,0.000327818570293179
50,0.000310502238300939
51,0.000312342889430793
52,0.000327021919306418
53,0.00035481370459511
54,0.000379461285098912
55,0.000377726339997397
56,0.000349971517399248
57,0.000322769225113587
58,0.000313607666401122
59,0.00031991790145631
60,0.000338174160780468
61,0.00036394076878439
62,0.000377162794503856
63,0.000365081313644542
64,0.000338248834541611
65,0.000320067131366531
66,0.000318070133032209
67,0.000328784369952155
68,0.000349333513015086
69,0.000369142669384562
70,0.000370769320131925
71,0.000352113202207301
72,0.000330005544780401
73,0.000320256370028091
74,0.000324225717147131
75,0.000338699243963967
76,0.000358482585158531
77,0.000369338045056477
78,0.000361143241749877
79,0.000340930999326449
80,0.000325655540360445
81,0.000323171746834025
82,0.000331963389659876
83,0.000348481560606917
84,0.000363658467234819
85,0.000364766434392282
86,0.000350415067751612
87,0.00033305254983748
88,0.000324963638537902
89,0.00032836419996212
90,0.000340638542658816
91,0.000356228606028762
92,0.000363980667614676
93,0.000356894129712459
94,0.000340970035493096
95,0.000328975975289095
96,0.00032732748361036
97,0.000335211304313388
98,0.00034890702332764
99,0.000360248706831196
100,0.000359942552822891
101,0.000347999941959516
102,0.000334401986522137
103,0.000328430663951415
104,0.00033200544905272
105,0.000342741204188931
106,0.000355030826422392
107,0.00035994855166068
108,0.000353151771678053
109,0.000340299818840915
110,0.000331228307130516
111,0.00033075645361894
112,0.000338132567274747
113,0.000349535615127231
114,0.000357698512216895
115,0.000356011177004302
116,0.000345750297537366
117,0.000335169323444749
118,0.000331195151979361
119,0.00033513465245522
120,0.00034457978071233
121,0.000354097653597683
122,0.000356663866869086
123,0.000350038966851606
124,0.000339614624086476
125,0.000333009065659848
126,0.000333657052240834
127,0.000340603914752829
128,0.000349983380073742
129,0.000355519908874958
130,0.0003527706325781
131,0.00034391907640358
132,0.000335811424616238
133,0.000333543380903918
134,0.000337783958138064
135,0.000346006540816622
136,0.000353146346883772
137,0.000353875476501505
138,0.000347537334321228
139,0.000339150083815218
140,0.000334580919830125
141,0.000336140954373036
142,0.000342594761043691
143,0.000350132749548956
144,0.000353538853353547
145,0.000350107738667376
146,0.000342553121344402
147,0.000336495693158043
148,0.000335605461112362
149,0.000339981915407191
150,0.00034699362068691
151,0.000352104974691262
152,0.0003514837312855
153,0.000345594002284311
154,0.000338960417204006
155,0.000336042928932554
156,0.000338261408678854
157,0.000344116543336732
158,0.000349983524667983
159,0.000351713763438535
160,0.00034795237505845
161,0.000341622126230689
162,0.000337262240246262
163,0.000337430753813229
164,0.000341754321694843
165,0.000347572484527859
166,0.000350990191847501
167,0.000349449784968318
168,0.000344143997925337
169,0.000339025261606522
170,0.000337418131225813
171,0.000340043915641738
172,0.000345206108688665
173,0.00034958760867247
174,0.000350052963662823
175,0.000346249131371226
176,0.000341065702222551
177,0.000338096597501039
178,0.000339032261202888
179,0.000343131186512704
180,0.000347804430218945
181,0.00034985068877627
182,0.000347753023264827
183,0.000343117221515511
184,0.000339295242571878
185,0.000338697510582966
186,0.000341505912504497
187,0.000345916869060502
188,0.000349015770786658
189,0.000348576639733962
190,0.000344945069607494
191,0.000340813820821816
192,0.000338963824895999
193,0.000340410746251839
194,0.00034415020307952
195,0.00034776302345584
196,0.000348739726384494
197,0.000346373222619219
198,0.000342442764354874
199,0.000339713001416015
200,0.000339862171306375
201,0.00034266692034157
202,0.000346311502669566
203,0.000348339620818828
204,0.000347300404005177
205,0.000343986407872837
206,0.000340796846255737
207,0.000339825039893425
208,0.000341566986513046
209,0.00034485637295974
210,0.000347522753988999
211,0.000347702390229599
212,0.000345284851131253
213,0.000342052336528637
214,0.000340223298967322
215,0.000340894344811619
216,0.000343552318062189
217,0.000346455494082603
218,0.000347622151947965
219,0.000346229712810077
220,0.000343319110211161
221,0.000340950691913134
222,0.00034064541034317
223,0.000342507143407618
224,0.000345299353122532
225,0.000347151913443399
226,0.000346770825055563
227,0.000344456871982463
228,0.000341882817305834
229,0.00034077780909405
230,0.000341782382468796
231,0.000344193371748316
232,0.000346411906622976
233,0.000346913552842148
234,0.000345359567805563
235,0.000342890691513044
236,0.000341219368440695
237,0.000341397715640085
238,0.000343244166849558
239,0.000345530036321344
240,0.000346708642668984
241,0.000345963780117401
242,0.000343854632852361
243,0.000341877909927464
244,0.000341337134815372
245,0.000342522367971314
246,0.00034462540084124
247,0.000346237677658158
248,0.000346250282803407
249,0.000344676494264778
250,0.000342652015619297
251,0.000341556021253121
252,0.000342063459544151
253,0.000343797035804077
254,0.000345597366614465
255,0.00034623932923502
256,0.000345288296109683
257,0.000343442188149262
258,0.000341989015916629
259,0.000341871275879804
260,0.000343117819165794
261,0.000344885319872219
262,0.000345981431374608
263,0.000345656049662633
264,0.000344161200305827
265,0.000342558645003982
266,0.000341923050544157
267,0.000342632578675391
268,0.00034418898760722
269,0.00034554589709297
270,0.000345778636366983
271,0.00034474223885933
272,0.000343184344915623
273,0.000342175498405802
274,0.000342359190303769
275,0.000343578381115197
276,0.000345009291333678
277,0.000345682589867766
278,0.000345143751762666
279,0.000343791131986518
280,0.000342571662081016
281,0.000342291656582924
282,0.000343102360678415
283,0.000344445466408303
284,0.000345414241135578
285,0.000345350553341265
286,0.000344316943668801
287,0.000343048200521132
288,0.000342404496197721
289,0.000342787821698391
290,0.000343918096349143
291,0.00034503085919906
292,0.000345371467002888
293,0.000344717761886769
294,0.000343542596433312
295,0.000342658022858129
296,0.000342641022682785
297,0.000343475972643707
298,0.000344592222710593
299,0.000345234356179932
300,0.000344969986499102
301,0.000343999593919643
302,0.000343004159323521
303,0.000342650420897038
304,0.000343150835639499
305,0.000344153631848176
306,0.000344979688241005
307,0.000345070020711731
308,0.000344376171913461
309,0.000343392367179608
310,0.000342790541746291
311,0.0003429572808047
312,0.000343760875385995
313,0.000344653783705034
314,0.00034503149680375
315,0.000344644542530342
316,0.000343775178806627
317,0.000343026500434498
318,0.000342894241034449
319,0.000343447240389579
320,0.000344302692144679
321,0.000344880887861699
322,0.000344792980915228
323,0.000344112791591686
324,0.000343318800952268
325,0.000342947604237107
326,0.000343232369196505
327,0.000343967310374374
328,0.000344652370033442
329,0.000344824644139017
330,0.000344376274417356
331,0.00034362800087027
332,0.000343093590269411
333,0.000343122636251326
334,0.000343680022288703
335,0.000344382736386494
336,0.000344754824265985
337,0.000344549132968256
338,0.000343918812390403
339,0.000343302540165553
340,0.000343112690657412
341,0.000343462869499642
342,0.000344106975579348
343,0.000344607244899876
344,0.000344627230532023
345,0.00034416325576709
346,0.000343542767755905
347,0.000343187829147349
348,0.000343327090061391
349,0.000343854888954934
350,0.000344410037732413
351,0.000344617297624791
352,0.000344342601483784
353,0.000343784119885907
354,0.00034332688524462
355,0.000343273780150239
356,0.000343648892763823
357,0.000344191949961809
358,0.000344534432730347
359,0.000344448010131774
360,0.000344000918898502
361,0.000343505329150743
362,0.000343295408757486
363,0.000343502978192454
364,0.000343979179991607
365,0.000344399071283825
366,0.000344479962456008
367,0.000344174036265405
368,0.000343698278264533
369,0.000343377915403868
370,0.000343422692000634
371,0.000343793066080701
372,0.000344233883326365
373,0.000344446724581685
374,0.000344291963793547
375,0.000343883138587475
376,0.000343503126043003
377,0.000343405944124515
378,0.000343648698568817
379,0.000344060975565446
380,0.000344362186675464
381,0.000344350886093509
382,0.000344041646687676
383,0.000343651229347313
384,0.000343444425813962
385,0.00034355441103685
